Date Table.Date.Variation.Date Hierarchy.Month,Date Table.Date.Variation.Date Hierarchy.Year,Superstore.Region,Superstore.State,Sum(Superstore.Sales),Sum(Superstore.Cost),CountNonNull(Superstore.Order ID),CountNonNull(Superstore.Product Name),CountNonNull(Superstore.Customer Name)
January,2015,South,Tennessee,67.194,118.0094,1,1,1
February,2015,South,Tennessee,,,,,
March,2015,South,Tennessee,310.528,292.0564,3,3,3
April,2015,South,Tennessee,661.504,592.155,2,2,2
May,2015,South,Tennessee,,,,,
June,2015,South,Tennessee,170.352,159.505,1,1,1
July,2015,South,Tennessee,4.368,3.7858,1,1,1
August,2015,South,Tennessee,,,,,
September,2015,South,Tennessee,69.216,57.7684,1,1,1
October,2015,South,Tennessee,426.942,598.7955,2,2,2
November,2015,South,Tennessee,509.52,421.3938,5,5,5
December,2015,South,Tennessee,831.888,752.4129,6,6,6
January,2016,South,Tennessee,88.96,78.752,1,1,1
February,2016,South,Tennessee,551.264,535.2976,2,2,2
March,2016,South,Tennessee,,,,,
April,2016,South,Tennessee,1159.554,1405.3438,4,4,4
May,2016,South,Tennessee,467.04,408.46,1,1,1
June,2016,South,Tennessee,670.001,609.8636,3,3,3
July,2016,South,Tennessee,5.16,4.1215,1,1,1
August,2016,South,Tennessee,,,,,
September,2016,South,Tennessee,2457.429,3494.1638999999996,12,12,12
October,2016,South,Tennessee,,,,,
November,2016,South,Tennessee,835.482,620.8448,4,4,4
December,2016,South,Tennessee,2131.154,3120.6296,13,13,13
January,2017,South,Tennessee,,,,,
February,2017,South,Tennessee,148.72,160.9334,2,2,2
March,2017,South,Tennessee,1092.768,1119.953,3,3,3
April,2017,South,Tennessee,237.376,174.574,3,3,3
May,2017,South,Tennessee,468.903,594.1085000000002,8,8,8
June,2017,South,Tennessee,91.475,92.8045,1,1,1
July,2017,South,Tennessee,,,,,
August,2017,South,Tennessee,31.77,35.6834,3,3,3
September,2017,South,Tennessee,531.962,535.1427,10,10,10
October,2017,South,Tennessee,351.648,326.2703,2,2,2
November,2017,South,Tennessee,,,,,
December,2017,South,Tennessee,175.872,241.12820000000002,7,7,7
January,2018,South,Tennessee,175.086,153.1556,5,5,5
February,2018,South,Tennessee,,,,,
March,2018,South,Tennessee,4.608,2.7376,1,1,1
April,2018,South,Tennessee,631.564,636.7968,7,7,7
May,2018,South,Tennessee,388.928,401.97479999999996,4,4,4
June,2018,South,Tennessee,2997.472,2694.0733000000005,9,9,9
July,2018,South,Tennessee,,,,,
August,2018,South,Tennessee,2481.826,3631.056600000001,12,12,12
September,2018,South,Tennessee,1125.512,1039.1414999999997,10,10,10
October,2018,South,Tennessee,4331.458,6327.577,9,9,9
November,2018,South,Tennessee,1869.917,1864.3153000000002,14,14,14
December,2018,South,Tennessee,2107.452,2645.4811,10,10,10
January,2015,South,Virginia,999.44,871.2276999999999,9,9,9
February,2015,South,Virginia,1829.69,1551.6985,6,6,6
March,2015,South,Virginia,4909.48,3585.9249,6,6,6
April,2015,South,Virginia,4558.93,4339.5421,8,8,8
May,2015,South,Virginia,3429.04,1942.1555,6,6,6
June,2015,South,Virginia,1866.97,1523.0192,4,4,4
July,2015,South,Virginia,37.44,18.876,2,2,2
August,2015,South,Virginia,3242.72,2178.955,7,7,7
September,2015,South,Virginia,264.61,147.9993,3,3,3
October,2015,South,Virginia,1178.6,1020.3608000000002,7,7,7
November,2015,South,Virginia,341.24,220.06040000000002,4,4,4
December,2015,South,Virginia,3143.89,2447.5605,8,8,8
January,2016,South,Virginia,192.22,123.0208,1,1,1
February,2016,South,Virginia,500.74,331.7595,4,4,4
March,2016,South,Virginia,5.56,4.1144,1,1,1
April,2016,South,Virginia,2298.9,1900.9551999999999,4,4,4
May,2016,South,Virginia,151.96,115.4896,1,1,1
June,2016,South,Virginia,1694.93,1213.2980000000002,10,10,10
July,2016,South,Virginia,,,,,
August,2016,South,Virginia,520.03,359.76079999999996,2,2,2
September,2016,South,Virginia,2314.82,1604.3220000000001,8,8,8
October,2016,South,Virginia,288.79,204.9661,4,4,4
November,2016,South,Virginia,1848.68,1234.5255,9,9,9
December,2016,South,Virginia,726.79,465.4154,6,6,6
January,2017,South,Virginia,,,,,
February,2017,South,Virginia,8969.32,6104.755000000001,6,6,6
March,2017,South,Virginia,365.6,251.23880000000003,4,4,4
April,2017,South,Virginia,941.27,722.4784,8,8,8
May,2017,South,Virginia,5397.71,3984.1220000000003,10,10,10
June,2017,South,Virginia,75.88,40.2164,1,1,1
July,2017,South,Virginia,18.14,10.1806,2,2,2
August,2017,South,Virginia,284.73,158.8708,6,6,6
September,2017,South,Virginia,4448.07,3050.1404999999995,8,8,8
October,2017,South,Virginia,734.76,466.2372,6,6,6
November,2017,South,Virginia,1394.32,1104.0714,5,5,5
December,2017,South,Virginia,4061.25,2947.2659,5,5,5
January,2018,South,Virginia,,,,,
February,2018,South,Virginia,359.97,280.7766,1,1,1
March,2018,South,Virginia,931.81,764.8773,8,8,8
April,2018,South,Virginia,4.89,2.8851,1,1,1
May,2018,South,Virginia,707.6,492.7034,6,6,6
June,2018,South,Virginia,767.34,551.7908,4,4,4
July,2018,South,Virginia,2017.82,1608.5216,10,10,10
August,2018,South,Virginia,,,,,
September,2018,South,Virginia,245.45,177.1415,2,2,2
October,2018,South,Virginia,608.43,434.55449999999996,2,2,2
November,2018,South,Virginia,88.62,55.722,4,4,4
December,2018,South,Virginia,1868.27,1425.2126,5,5,5
January,2015,West,Arizona,378.594,664.7916,4,4,4
February,2015,West,Arizona,,,,,
March,2015,West,Arizona,388.704,400.43359999999996,2,2,2
April,2015,West,Arizona,71.168,74.6744,3,3,3
May,2015,West,Arizona,,,,,
June,2015,West,Arizona,12.498,16.6692,2,2,2
July,2015,West,Arizona,1835.432,1708.8938,6,6,6
August,2015,West,Arizona,324.185,310.2856,5,5,5
September,2015,West,Arizona,153.315,192.4873,2,2,2
October,2015,West,Arizona,1387.352,1164.7606,9,9,9
November,2015,West,Arizona,173.704,177.3166,3,3,3
December,2015,West,Arizona,3570.283,4474.2204,12,12,12
January,2016,West,Arizona,,,,,
February,2016,West,Arizona,,,,,
March,2016,West,Arizona,,,,,
April,2016,West,Arizona,184.464,121.2316,4,4,4
May,2016,West,Arizona,332.954,314.1512,3,3,3
June,2016,West,Arizona,1225.564,1200.2856000000002,10,10,10
July,2016,West,Arizona,1525.824,1917.1462,8,8,8
August,2016,West,Arizona,2529.768,2232.0113,8,8,8
September,2016,West,Arizona,1371.587,1386.5738,12,12,12
October,2016,West,Arizona,174.304,179.26839999999999,2,2,2
November,2016,West,Arizona,376.977,344.117,5,5,5
December,2016,West,Arizona,1889.768,1662.6413999999997,11,11,11
January,2017,West,Arizona,,,,,
February,2017,West,Arizona,14.368,10.2168,1,1,1
March,2017,West,Arizona,475.502,441.7685,4,4,4
April,2017,West,Arizona,2738.427,3448.2438999999995,10,10,10
May,2017,West,Arizona,185.528,136.6269,1,1,1
June,2017,West,Arizona,,,,,
July,2017,West,Arizona,532.28,519.3867,5,5,5
August,2017,West,Arizona,,,,,
September,2017,West,Arizona,436.877,627.6844000000001,5,5,5
October,2017,West,Arizona,533.688,607.0514000000001,4,4,4
November,2017,West,Arizona,354.422,330.5897,5,5,5
December,2017,West,Arizona,970.927,1591.2582,8,8,8
January,2018,West,Arizona,100.922,91.6452,2,2,2
February,2018,West,Arizona,882.99,1023.6116,6,6,6
March,2018,West,Arizona,,,,,
April,2018,West,Arizona,560.896,525.3288,2,2,2
May,2018,West,Arizona,827.771,1070.2084,8,8,8
June,2018,West,Arizona,935.308,950.5209,10,10,10
July,2018,West,Arizona,1298.896,1779.6843000000001,5,5,5
August,2018,West,Arizona,223.576,156.73160000000001,4,4,4
September,2018,West,Arizona,606.533,590.4573,6,6,6
October,2018,West,Arizona,970.448,1325.3261,5,5,5
November,2018,West,Arizona,3192.462,3406.1022000000003,16,16,16
December,2018,West,Arizona,1533.735,1467.5231,6,6,6
January,2015,West,California,2455.185,2168.0193,10,10,10
February,2015,West,California,308.702,259.8963,7,7,7
March,2015,West,California,7239.096,5962.157,23,23,23
April,2015,West,California,8165.181,6770.307799999999,39,39,39
May,2015,West,California,5960.02,5287.833299999999,23,23,23
June,2015,West,California,4379.324,4027.994,13,13,13
July,2015,West,California,16231.651,14903.557500000004,45,45,45
August,2015,West,California,5596.174,4350.845300000001,34,34,34
September,2015,West,California,4646.597,3669.1839000000004,41,41,41
October,2015,West,California,4582.182,4061.2025000000003,42,42,42
November,2015,West,California,13690.0625,11688.9363,73,73,73
December,2015,West,California,18049.3565,15486.098700000002,65,65,65
January,2016,West,California,5889.954,5310.6219,9,9,9
February,2016,West,California,1198.714,853.7492,12,12,12
March,2016,West,California,5852.804,4501.3061,27,27,27
April,2016,West,California,8469.552,7236.2503,31,31,31
May,2016,West,California,8055.5755,6984.6024,26,26,26
June,2016,West,California,3018.538,2153.5124,19,19,19
July,2016,West,California,4146.832,3864.9821,15,15,15
August,2016,West,California,8454.083,7387.2643,36,36,36
September,2016,West,California,8603.863,6878.5303,55,55,55
October,2016,West,California,9836.189,8121.310599999998,44,44,44
November,2016,West,California,9392.437,8121.714500000002,53,53,53
December,2016,West,California,15525.303,12630.137399999998,70,70,70
January,2017,West,California,2876.464,2277.7079,18,18,18
February,2017,West,California,3085.794,2700.1471,18,18,18
March,2017,West,California,15857.442,14622.3709,21,21,21
April,2017,West,California,6297.218,5403.192500000001,35,35,35
May,2017,West,California,5344.928,4455.232900000001,37,37,37
June,2017,West,California,16120.423,14426.154099999998,54,54,54
July,2017,West,California,8605.369,6519.835499999999,30,30,30
August,2017,West,California,9573,8521.817,37,37,37
September,2017,West,California,16153.9795,12940.567500000001,71,71,71
October,2017,West,California,7163.222,5990.2918,40,40,40
November,2017,West,California,17896.488,14008.215,78,78,78
December,2017,West,California,22577.584,19640.2132,87,87,87
January,2018,West,California,5163.432,3753.7356999999993,30,30,30
February,2018,West,California,6864.883,5584.7928999999995,30,30,30
March,2018,West,California,11331.194,9156.985400000001,62,62,62
April,2018,West,California,8784.206,7631.549800000001,38,38,38
May,2018,West,California,10157.356,7888.517399999999,41,41,41
June,2018,West,California,9086.9655,7545.2533,37,37,37
July,2018,West,California,12923.859,9990.359199999999,40,40,40
August,2018,West,California,14534.322,11142.9144,58,58,58
September,2018,West,California,18866.852,15184.219500000003,88,88,88
October,2018,West,California,15776.301,11990.092499999997,62,62,62
November,2018,West,California,13580.951,11654.632599999995,80,80,80
December,2018,West,California,19318.023,15451.832900000001,97,97,97
January,2015,West,Colorado,,,,,
February,2015,West,Colorado,,,,,
March,2015,West,Colorado,719.576,725.7298,2,2,2
April,2015,West,Colorado,,,,,
May,2015,West,Colorado,,,,,
June,2015,West,Colorado,233.004,199.745,3,3,3
July,2015,West,Colorado,209.968,144.18720000000002,2,2,2
August,2015,West,Colorado,645.726,706.8237,8,8,8
September,2015,West,Colorado,14.576,12.0074,1,1,1
October,2015,West,Colorado,,,,,
November,2015,West,Colorado,3376.228,3076.654,7,7,7
December,2015,West,Colorado,1303.216,1191.058,6,6,6
January,2016,West,Colorado,31.538,22.7446,2,2,2
February,2016,West,Colorado,,,,,
March,2016,West,Colorado,3.408,2.3134,1,1,1
April,2016,West,Colorado,49.4,45.003,2,2,2
May,2016,West,Colorado,1094,991.5867999999999,3,3,3
June,2016,West,Colorado,125.944,110.001,1,1,1
July,2016,West,Colorado,,,,,
August,2016,West,Colorado,,,,,
September,2016,West,Colorado,42.768,33.179100000000005,4,4,4
October,2016,West,Colorado,1336.138,1191.5031999999999,7,7,7
November,2016,West,Colorado,538.41,850.3369,6,6,6
December,2016,West,Colorado,1417.664,2520.8679,14,14,14
January,2017,West,Colorado,,,,,
February,2017,West,Colorado,,,,,
March,2017,West,Colorado,232.278,316.1812,2,2,2
April,2017,West,Colorado,1373.892,1210.2296000000001,4,4,4
May,2017,West,Colorado,914.943,911.2083,6,6,6
June,2017,West,Colorado,749.488,708.0527999999999,2,2,2
July,2017,West,Colorado,3056.912,2983.4802,9,9,9
August,2017,West,Colorado,363.594,340.1205,5,5,5
September,2017,West,Colorado,1334.416,1338.1449000000005,9,9,9
October,2017,West,Colorado,1781.618,3380.5126,9,9,9
November,2017,West,Colorado,,,,,
December,2017,West,Colorado,859.6,850.2435,6,6,6
January,2018,West,Colorado,337.688,337.3265,2,2,2
February,2018,West,Colorado,9.432,6.1666,1,1,1
March,2018,West,Colorado,1332.496,1632.1076,1,1,1
April,2018,West,Colorado,2643.661,6054.2542,7,7,7
May,2018,West,Colorado,120.783,272.0569,3,3,3
June,2018,West,Colorado,578.28,546.02,2,2,2
July,2018,West,Colorado,,,,,
August,2018,West,Colorado,283.272,246.25850000000003,5,5,5
September,2018,West,Colorado,819.212,1095.6147999999998,11,11,11
October,2018,West,Colorado,646.128,662.9566,3,3,3
November,2018,West,Colorado,88.768,57.4992,1,1,1
December,2018,West,Colorado,3440.093,3806.2003999999993,25,25,25
January,2015,West,Idaho,,,,,
February,2015,West,Idaho,,,,,
March,2015,West,Idaho,,,,,
April,2015,West,Idaho,9.584,6.0296,1,1,1
May,2015,West,Idaho,,,,,
June,2015,West,Idaho,,,,,
July,2015,West,Idaho,,,,,
August,2015,West,Idaho,,,,,
September,2015,West,Idaho,,,,,
October,2015,West,Idaho,,,,,
November,2015,West,Idaho,,,,,
December,2015,West,Idaho,455.632,396.73539999999997,3,3,3
January,2016,West,Idaho,,,,,
February,2016,West,Idaho,,,,,
March,2016,West,Idaho,,,,,
April,2016,West,Idaho,,,,,
May,2016,West,Idaho,,,,,
June,2016,West,Idaho,495.736,394.36890000000005,2,2,2
July,2016,West,Idaho,,,,,
August,2016,West,Idaho,3.304,1.9889,1,1,1
September,2016,West,Idaho,,,,,
October,2016,West,Idaho,,,,,
November,2016,West,Idaho,1001.196,817.9612,2,2,2
December,2016,West,Idaho,,,,,
January,2017,West,Idaho,,,,,
February,2017,West,Idaho,,,,,
March,2017,West,Idaho,34.68,20.2984,2,2,2
April,2017,West,Idaho,,,,,
May,2017,West,Idaho,,,,,
June,2017,West,Idaho,,,,,
July,2017,West,Idaho,,,,,
August,2017,West,Idaho,,,,,
September,2017,West,Idaho,1148.806,882.4411,2,2,2
October,2017,West,Idaho,,,,,
November,2017,West,Idaho,,,,,
December,2017,West,Idaho,,,,,
January,2018,West,Idaho,,,,,
February,2018,West,Idaho,,,,,
March,2018,West,Idaho,,,,,
April,2018,West,Idaho,,,,,
May,2018,West,Idaho,814.526,748.3188,3,3,3
June,2018,West,Idaho,,,,,
July,2018,West,Idaho,,,,,
August,2018,West,Idaho,,,,,
September,2018,West,Idaho,89.97,52.1826,1,1,1
October,2018,West,Idaho,307.74,220.518,3,3,3
November,2018,West,Idaho,,,,,
December,2018,West,Idaho,21.312,13.12,1,1,1
January,2015,West,Montana,,,,,
February,2015,West,Montana,,,,,
March,2015,West,Montana,,,,,
April,2015,West,Montana,410.104,284.95820000000003,3,3,3
May,2015,West,Montana,,,,,
June,2015,West,Montana,,,,,
July,2015,West,Montana,6.096,3.6862,1,1,1
August,2015,West,Montana,8.288,5.3944,1,1,1
September,2015,West,Montana,,,,,
October,2015,West,Montana,,,,,
November,2015,West,Montana,,,,,
December,2015,West,Montana,,,,,
January,2016,West,Montana,43.66,22.8494,2,2,2
February,2016,West,Montana,,,,,
March,2016,West,Montana,,,,,
April,2016,West,Montana,,,,,
May,2016,West,Montana,,,,,
June,2016,West,Montana,,,,,
July,2016,West,Montana,,,,,
August,2016,West,Montana,,,,,
September,2016,West,Montana,,,,,
October,2016,West,Montana,,,,,
November,2016,West,Montana,403.94,339.4918,2,2,2
December,2016,West,Montana,487.984,335.289,1,1,1
January,2017,West,Montana,,,,,
February,2017,West,Montana,,,,,
March,2017,West,Montana,,,,,
April,2017,West,Montana,,,,,
May,2017,West,Montana,,,,,
June,2017,West,Montana,,,,,
July,2017,West,Montana,,,,,
August,2017,West,Montana,,,,,
September,2017,West,Montana,,,,,
October,2017,West,Montana,,,,,
November,2017,West,Montana,,,,,
December,2017,West,Montana,,,,,
January,2018,West,Montana,4189.38,2733.8285,4,4,4
February,2018,West,Montana,,,,,
March,2018,West,Montana,,,,,
April,2018,West,Montana,,,,,
May,2018,West,Montana,,,,,
June,2018,West,Montana,,,,,
July,2018,West,Montana,,,,,
August,2018,West,Montana,,,,,
September,2018,West,Montana,39.9,29.526,1,1,1
October,2018,West,Montana,,,,,
November,2018,West,Montana,,,,,
December,2018,West,Montana,,,,,
January,2015,West,Nevada,40.08,20.8416,1,1,1
February,2015,West,Nevada,14.56,9.0272,1,1,1
March,2015,West,Nevada,,,,,
April,2015,West,Nevada,,,,,
May,2015,West,Nevada,,,,,
June,2015,West,Nevada,134.6,79.288,3,3,3
July,2015,West,Nevada,1891.316,1780.2197999999999,4,4,4
August,2015,West,Nevada,,,,,
September,2015,West,Nevada,,,,,
October,2015,West,Nevada,4.71,4.71,1,1,1
November,2015,West,Nevada,,,,,
December,2015,West,Nevada,475.944,416.251,1,1,1
January,2016,West,Nevada,,,,,
February,2016,West,Nevada,,,,,
March,2016,West,Nevada,,,,,
April,2016,West,Nevada,,,,,
May,2016,West,Nevada,,,,,
June,2016,West,Nevada,,,,,
July,2016,West,Nevada,,,,,
August,2016,West,Nevada,,,,,
September,2016,West,Nevada,45.584,28.8598,1,1,1
October,2016,West,Nevada,79.36,55.552,1,1,1
November,2016,West,Nevada,345.968,231.504,5,5,5
December,2016,West,Nevada,1477.55,1164.0982,5,5,5
January,2017,West,Nevada,,,,,
February,2017,West,Nevada,,,,,
March,2017,West,Nevada,58.58,39.2486,1,1,1
April,2017,West,Nevada,,,,,
May,2017,West,Nevada,4088.008,3585.5559999999996,3,3,3
June,2017,West,Nevada,,,,,
July,2017,West,Nevada,86.2,61.202,1,1,1
August,2017,West,Nevada,,,,,
September,2017,West,Nevada,,,,,
October,2017,West,Nevada,4685.076,2993.5663,3,3,3
November,2017,West,Nevada,,,,,
December,2017,West,Nevada,163.408,107.64829999999999,2,2,2
January,2018,West,Nevada,,,,,
February,2018,West,Nevada,,,,,
March,2018,West,Nevada,,,,,
April,2018,West,Nevada,196.45,125.728,1,1,1
May,2018,West,Nevada,1196.316,1103.8951000000002,3,3,3
June,2018,West,Nevada,75.792,50.0122,1,1,1
July,2018,West,Nevada,,,,,
August,2018,West,Nevada,,,,,
September,2018,West,Nevada,,,,,
October,2018,West,Nevada,,,,,
November,2018,West,Nevada,,,,,
December,2018,West,Nevada,1669.6,1552.728,1,1,1
January,2015,West,New Mexico,,,,,
February,2015,West,New Mexico,,,,,
March,2015,West,New Mexico,302.376,279.4978,1,1,1
April,2015,West,New Mexico,,,,,
May,2015,West,New Mexico,,,,,
June,2015,West,New Mexico,,,,,
July,2015,West,New Mexico,,,,,
August,2015,West,New Mexico,92.52,74.016,1,1,1
September,2015,West,New Mexico,,,,,
October,2015,West,New Mexico,255.85,143.276,1,1,1
November,2015,West,New Mexico,,,,,
December,2015,West,New Mexico,57.266,54.770700000000005,2,2,2
January,2016,West,New Mexico,,,,,
February,2016,West,New Mexico,49.12,26.0336,1,1,1
March,2016,West,New Mexico,,,,,
April,2016,West,New Mexico,12.88,12.4936,1,1,1
May,2016,West,New Mexico,,,,,
June,2016,West,New Mexico,,,,,
July,2016,West,New Mexico,,,,,
August,2016,West,New Mexico,,,,,
September,2016,West,New Mexico,8.4,6.216,1,1,1
October,2016,West,New Mexico,,,,,
November,2016,West,New Mexico,1122.472,999.0065999999999,3,3,3
December,2016,West,New Mexico,,,,,
January,2017,West,New Mexico,,,,,
February,2017,West,New Mexico,,,,,
March,2017,West,New Mexico,,,,,
April,2017,West,New Mexico,,,,,
May,2017,West,New Mexico,,,,,
June,2017,West,New Mexico,,,,,
July,2017,West,New Mexico,,,,,
August,2017,West,New Mexico,,,,,
September,2017,West,New Mexico,,,,,
October,2017,West,New Mexico,,,,,
November,2017,West,New Mexico,39.176,22.2605,2,2,2
December,2017,West,New Mexico,24.904,16.267500000000002,2,2,2
January,2018,West,New Mexico,,,,,
February,2018,West,New Mexico,,,,,
March,2018,West,New Mexico,780.086,456.9469,5,5,5
April,2018,West,New Mexico,,,,,
May,2018,West,New Mexico,,,,,
June,2018,West,New Mexico,228.28,122.37519999999999,3,3,3
July,2018,West,New Mexico,545.85,431.2215,1,1,1
August,2018,West,New Mexico,,,,,
September,2018,West,New Mexico,138.6,114.5338,3,3,3
October,2018,West,New Mexico,674.872,549.52,2,2,2
November,2018,West,New Mexico,201.36,129.588,2,2,2
December,2018,West,New Mexico,249.51,186.1822,6,6,6
January,2015,West,Oregon,64.864,58.1776,1,1,1
February,2015,West,Oregon,55.672,36.482699999999994,2,2,2
March,2015,West,Oregon,,,,,
April,2015,West,Oregon,,,,,
May,2015,West,Oregon,,,,,
June,2015,West,Oregon,344.92,305.79879999999997,3,3,3
July,2015,West,Oregon,,,,,
August,2015,West,Oregon,,,,,
September,2015,West,Oregon,1827.061,1609.032,8,8,8
October,2015,West,Oregon,,,,,
November,2015,West,Oregon,1920.568,2181.7837,8,8,8
December,2015,West,Oregon,594.698,744.2131,10,10,10
January,2016,West,Oregon,,,,,
February,2016,West,Oregon,,,,,
March,2016,West,Oregon,29.304,26.5399,1,1,1
April,2016,West,Oregon,35.208,32.3674,1,1,1
May,2016,West,Oregon,5.248,4.4576,1,1,1
June,2016,West,Oregon,,,,,
July,2016,West,Oregon,,,,,
August,2016,West,Oregon,996.436,1161.2354,5,5,5
September,2016,West,Oregon,422.426,321.269,4,4,4
October,2016,West,Oregon,2209.603,2332.8606,10,10,10
November,2016,West,Oregon,267.744,228.32920000000001,4,4,4
December,2016,West,Oregon,319.968,283.7716,1,1,1
January,2017,West,Oregon,,,,,
February,2017,West,Oregon,,,,,
March,2017,West,Oregon,535.877,531.3249,5,5,5
April,2017,West,Oregon,,,,,
May,2017,West,Oregon,,,,,
June,2017,West,Oregon,,,,,
July,2017,West,Oregon,335.8,278.078,2,2,2
August,2017,West,Oregon,26.352,44.0984,1,1,1
September,2017,West,Oregon,924.27,828.9874000000001,3,3,3
October,2017,West,Oregon,,,,,
November,2017,West,Oregon,1869.101,1991.9672,10,10,10
December,2017,West,Oregon,1759.437,2331.1273000000006,14,14,14
January,2018,West,Oregon,,,,,
February,2018,West,Oregon,,,,,
March,2018,West,Oregon,,,,,
April,2018,West,Oregon,,,,,
May,2018,West,Oregon,550.448,496.6635,4,4,4
June,2018,West,Oregon,87.688,61.8327,3,3,3
July,2018,West,Oregon,1.08,1.172,1,1,1
August,2018,West,Oregon,6.208,5.3096,1,1,1
September,2018,West,Oregon,1147.814,1149.1266999999998,10,10,10
October,2018,West,Oregon,1063.907,1511.3309,8,8,8
November,2018,West,Oregon,29.448,28.4833,3,3,3
December,2018,West,Oregon,,,,,
January,2015,West,Utah,,,,,
February,2015,West,Utah,,,,,
March,2015,West,Utah,280.276,232.9128,5,5,5
April,2015,West,Utah,,,,,
May,2015,West,Utah,103.9,70.678,2,2,2
June,2015,West,Utah,133.128,91.4944,2,2,2
July,2015,West,Utah,111.93,77.2317,1,1,1
August,2015,West,Utah,2126.034,1549.0777,6,6,6
September,2015,West,Utah,,,,,
October,2015,West,Utah,,,,,
November,2015,West,Utah,188.42,98.6378,2,2,2
December,2015,West,Utah,,,,,
January,2016,West,Utah,,,,,
February,2016,West,Utah,12.144,7.8454,1,1,1
March,2016,West,Utah,16.776,14.8984,1,1,1
April,2016,West,Utah,,,,,
May,2016,West,Utah,1745.71,1536.075,3,3,3
June,2016,West,Utah,4.96,2.6288,1,1,1
July,2016,West,Utah,,,,,
August,2016,West,Utah,,,,,
September,2016,West,Utah,1957.38,1598.4576,2,2,2
October,2016,West,Utah,,,,,
November,2016,West,Utah,256.35,163.4677,4,4,4
December,2016,West,Utah,,,,,
January,2017,West,Utah,,,,,
February,2017,West,Utah,,,,,
March,2017,West,Utah,,,,,
April,2017,West,Utah,,,,,
May,2017,West,Utah,,,,,
June,2017,West,Utah,,,,,
July,2017,West,Utah,1603.29,1121.7777999999998,4,4,4
August,2017,West,Utah,,,,,
September,2017,West,Utah,,,,,
October,2017,West,Utah,219.12,123.0761,4,4,4
November,2017,West,Utah,,,,,
December,2017,West,Utah,,,,,
January,2018,West,Utah,,,,,
February,2018,West,Utah,,,,,
March,2018,West,Utah,,,,,
April,2018,West,Utah,,,,,
May,2018,West,Utah,,,,,
June,2018,West,Utah,,,,,
July,2018,West,Utah,97.918,83.88719999999999,2,2,2
August,2018,West,Utah,102.72,65.284,1,1,1
September,2018,West,Utah,2228.88,1815.3081,10,10,10
October,2018,West,Utah,11.68,7.4752,1,1,1
November,2018,West,Utah,19.44,10.1088,1,1,1
December,2018,West,Utah,,,,,
January,2015,West,Washington,,,,,
February,2015,West,Washington,679.022,525.5412,6,6,6
March,2015,West,Washington,2078.87,1870.0396999999998,11,11,11
April,2015,West,Washington,687.45,574.3125,2,2,2
May,2015,West,Washington,506.518,335.6127,8,8,8
June,2015,West,Washington,4391.948,3131.7173999999995,5,5,5
July,2015,West,Washington,1522.16,1237.0439999999999,4,4,4
August,2015,West,Washington,4455.304,3683.6839000000004,7,7,7
September,2015,West,Washington,8258.988,6336.3537,25,25,25
October,2015,West,Washington,2498.664,1957.3934000000002,11,11,11
November,2015,West,Washington,3842.642,2807.8354,11,11,11
December,2015,West,Washington,950.01,798.5656000000001,4,4,4
January,2016,West,Washington,61.584,68.3122,1,1,1
February,2016,West,Washington,544.2,461.8308,2,2,2
March,2016,West,Washington,9759.856,6891.0725,11,11,11
April,2016,West,Washington,304.52,271.2824,3,3,3
May,2016,West,Washington,809.168,566.1821000000001,7,7,7
June,2016,West,Washington,218.208,188.8072,3,3,3
July,2016,West,Washington,1417.17,1277.6981,6,6,6
August,2016,West,Washington,564.768,520.3388000000001,2,2,2
September,2016,West,Washington,1446.916,1184.9208,13,13,13
October,2016,West,Washington,381.086,348.5377,6,6,6
November,2016,West,Washington,843.402,692.1810999999999,6,6,6
December,2016,West,Washington,7064.636,5611.6305999999995,15,15,15
January,2017,West,Washington,781.358,734.2687,7,7,7
February,2017,West,Washington,,,,,
March,2017,West,Washington,364.672,371.72,2,2,2
April,2017,West,Washington,72.472,55.584900000000005,3,3,3
May,2017,West,Washington,160.84,114.9214,3,3,3
June,2017,West,Washington,1728.184,1183.5318,8,8,8
July,2017,West,Washington,1061.032,842.2314,13,13,13
August,2017,West,Washington,1854.906,1622.7810000000002,11,11,11
September,2017,West,Washington,3622.528,2714.9970000000003,26,26,26
October,2017,West,Washington,1241.97,1103.7022,7,7,7
November,2017,West,Washington,2160.682,1612.6576999999997,12,12,12
December,2017,West,Washington,6765.64,5239.412200000001,30,30,30
January,2018,West,Washington,2290.422,1952.8752,12,12,12
February,2018,West,Washington,2057.612,1547.866,8,8,8
March,2018,West,Washington,15580.322,8657.2128,15,15,15
April,2018,West,Washington,1274.54,864.2969999999999,7,7,7
May,2018,West,Washington,1941.946,1370.1456,16,16,16
June,2018,West,Washington,4927.506,3857.1878,19,19,19
July,2018,West,Washington,5899.936,4246.009999999999,19,19,19
August,2018,West,Washington,10587.796,7967.6701,22,22,22
September,2018,West,Washington,3969.276,2973.7364,26,26,26
October,2018,West,Washington,1761.36,1648.8086,12,12,12
November,2018,West,Washington,11829.358,10197.7732,36,36,36
December,2018,West,Washington,3419.822,2985.9335000000005,23,23,23
January,2015,West,Wyoming,,,,,
February,2015,West,Wyoming,,,,,
March,2015,West,Wyoming,,,,,
April,2015,West,Wyoming,,,,,
May,2015,West,Wyoming,,,,,
June,2015,West,Wyoming,,,,,
July,2015,West,Wyoming,,,,,
August,2015,West,Wyoming,,,,,
September,2015,West,Wyoming,,,,,
October,2015,West,Wyoming,,,,,
November,2015,West,Wyoming,,,,,
