forbes_billionaires_geo.Rank,forbes_billionaires_geo.Name,forbes_billionaires_geo.Country,forbes_billionaires_geo.Source,Sum(forbes_billionaires_geo.Age),Sum(forbes_billionaires_geo.NetWorth),Sum(forbes_billionaires_geo.Children)
1064,Arkady Rotenberg,Russia,"construction, pipes, banking",69,2.9,5
1064,Ben Ashkenazy,United States,real estate,51,2.9,3
1064,Benjamin Otto,Germany,retail,,2.9,
1064,Bennett Dorrance,United States,Campbell Soup,75,2.9,2
1064,Bob Gaglardi,Canada,hotels,80,2.9,4
1064,Bradley Jacobs,United States,logistics,64,2.9,4
1064,Cao Ji,China,manufacturing,69,2.9,
1064,Chad Richison,United States,payroll processing,50,2.9,4
1064,Chandru Raheja,India,real estate,80,2.9,2
1064,Chen Kaixuan,China,household chemicals,63,2.9,
1064,Farhad Moshiri,United Kingdom,diversified,65,2.9,2
1064,Fu Guangming & family,China,poultry,67,2.9,2
1064,Glen Taylor,United States,printing,80,2.9,5
1064,Hu Yangzhong,China,technology,56,2.9,
1064,Huang Qiaoling,China,amusement parks,62,2.9,2
1064,Huang Zhenda & family,China,construction,73,2.9,
1064,Jeff Sutton,United States,real estate,61,2.9,5
1064,Joesley Batista,Brazil,beef processing,49,2.9,4
1064,Jon Yarbrough,United States,video games,63,2.9,2
1064,Juan Abello,Spain,investments,79,2.9,4
1064,Kim Taek-jin,South Korea,online games,54,2.9,4
1064,Liang Yunchao,China,nutritional supplements,52,2.9,2
1064,Lucy Peng,China,e-commerce,48,2.9,
1064,Maggie Hardy Knox,United States,building materials,55,2.9,1
1064,Marcel Erni,Switzerland,private equity,56,2.9,
1064,Maritsa Lazari & family,United Kingdom,real estate,76,2.9,3
1064,Matt Moulding,United Kingdom,e-commerce,49,2.9,
1064,Osman Kibar,United States,biotech,50,2.9,4
1064,Pablo Legorreta,United States,investments,57,2.9,2
1064,Patrice Motsepe,South Africa,mining,59,2.9,3
1064,Paul Sciarra,United States,Pinterest,40,2.9,
1064,Riley Bechtel & family,United States,"engineering, construction",69,2.9,3
1064,Samir Mehta,India,"pharmaceuticals, power",57,2.9,
1064,Sanjeev Bikhchandani,India,Internet,57,2.9,2
1064,Sebastian Pi̱era & family,Chile,investments,71,2.9,4
1064,Sid Bass,United States,"oil, investments",79,2.9,2
1064,Sudhir Mehta,India,"pharmaceuticals, power",67,2.9,2
1064,Urs Wietlisbach,Switzerland,private equity,59,2.9,
1064,Walter Faria,Brazil,beer,66,2.9,1
1064,Wesley Batista,Brazil,beef packing,48,2.9,3
1064,Xu Yingzhuo,China,agribusiness,53,2.9,
1064,Ye Fan & family,China,auto dealerships,50,2.9,
1517,Alexander Karp,United States,software firm,53,2.1,
1517,Andrew & Peggy Cherng,United States,restaurants,,2.1,
1517,Arthur Xiaobo Hong,China,e-commerce,49,2.1,
1517,Bernard Fraisse,France,pharmaceuticals,64,2.1,
1517,Bruce Karsh,United States,private equity,65,2.1,3
1517,Christiane Schoeller,Germany,publishing,,2.1,
1517,Daniel Lubetzky,United States,snack bars,52,2.1,4
1517,David Murdock,United States,"Dole, real estate",98,2.1,3
1517,Diao Zhizhong,China,software,57,2.1,
1517,Dieter Schnabel,Germany,chemicals,75,2.1,3
1517,Dominika Kulczyk,Poland,diversified,43,2.1,2
1517,Erik Paulsson & family,Sweden,"construction, real estate",79,2.1,
1517,Fabricio Garcia,Brazil,retail,43,2.1,
1517,Flavia Bittar Garcia Faleiros,Brazil,retail,40,2.1,3
1517,Florentino Perez,Spain,construction,74,2.1,3
1517,Frank Laukien,United States,scientific equipment,61,2.1,
1517,George Bishop,United States,oil & gas,83,2.1,
1517,Gong Yingying,China,health IT,36,2.1,
1517,Gordon Getty,United States,Getty Oil,87,2.1,7
1517,Henry Laufer,United States,hedge funds,75,2.1,
1517,Herb Chambers,United States,car dealerships,79,2.1,
1517,Hong Feng,China,smartphones,44,2.1,
1517,Howard Marks,United States,private equity,75,2.1,2
1517,Huang Shih Tsai,Hong Kong,real estate,69,2.1,2
1517,Igor Makarov,Russia,investments,59,2.1,2
1517,Ilkka Herlin,Finland,"elevators, escalators",62,2.1,4
1517,Jacques D'Amours,Canada,retail,64,2.1,2
1517,Jeffrey Talpins,United States,hedge fund,46,2.1,
1517,Jiang Yehua & family,China,real estate,58,2.1,
1517,Julio Bozano,Brazil,banking,85,2.1,1
1517,Katarina Martinson,Sweden,investments,40,2.1,
1517,Keeree Kanjanapas,Thailand,transportation,70,2.1,2
1517,Kishore Mariwala,India,consumer goods,86,2.1,2
1517,Li Wanqiang,China,smartphones,43,2.1,
1517,Li Weiwei,China,online games,44,2.1,
1517,Lin Chen-hai,Taiwan,real estate,74,2.1,2
1517,Lin Yinsun,China,agribusiness,57,2.1,
1517,Liu Zhongtian & family,China,aluminum products,57,2.1,
1517,Lutz Mario Helmig,Germany,hospitals,74,2.1,2
1517,Mark Leonard & family,Canada,software,65,2.1,
1517,Michael Ashcroft,United Kingdom,security,75,2.1,
1517,Michael Federmann & family,Israel,"defense, hotels",77,2.1,3
1517,Michael Xie,United States,cybersecurity,52,2.1,
1517,Mustafa Kucuk,Turkey,fashion retail,57,2.1,3
1517,Phil Ruffin,United States,"casinos, real estate",86,2.1,5
1517,Philippe Ginestet & family,France,retail stores,67,2.1,
1517,Philippe Laffont,United States,hedge fund,53,2.1,
1517,Prayudh Mahagitsiri,Thailand,"coffee, shipping",75,2.1,3
1517,Ray Davis,United States,pipelines,79,2.1,3
1517,Richard Sands,United States,liquor,70,2.1,
1517,Robert Sands,United States,liquor,62,2.1,
1517,Roger Penske,United States,cars,84,2.1,5
1517,Sandro Veronesi & family,Italy,fashion,61,2.1,
1517,Timur Turlov,Russia,stock brokerage,33,2.1,6
1517,Vikas Oberoi,India,real estate,50,2.1,2
1517,Vincent McMahon,United States,entertainment,75,2.1,2
1517,Wang Chou-hsiong,Taiwan,footwear,80,2.1,2
1517,Wang Minwen,China,semiconductor,57,2.1,
1517,Weng Xianding,China,medical devices,59,2.1,
1517,William Fisher,United States,Gap,64,2.1,3
1517,Yuan Fugen & family,China,metal processing,70,2.1,
1517,Zhao Fenggang,China,batteries,55,2.1,
1517,Zhou Zongwen & family,China,jewelry,64,2.1,
451,Andrei Guriev & family,Russia,fertilizers,61,6,2
451,Daniel Dines,Romania,software,49,6,1
451,Dannine Avara,United States,pipelines,57,6,
451,Dulce Pugliese de Godoy Bueno,Brazil,"hospitals, health care",73,6,1
451,Frits Goldschmeding,Netherlands,temp agency,87,6,3
451,Guenther Fielmann & family,Germany,optometry,81,6,2
451,Hansjoerg Wyss,Switzerland,medical devices,86,6,1
451,Isaac Perlmutter,United States,Marvel comics,78,6,
451,Jane Lauder,United States,Est̩e Lauder,48,6,
451,Jeff Skoll,United States,eBay,56,6,
451,John A. Sobrato & family,United States,real estate,81,6,3
451,Judy Faulkner,United States,health IT,77,6,3
451,Juergen Blickle,Germany,auto parts,74,6,
451,Martin Lorentzon,Sweden,Spotify,52,6,
451,Milane Frantz,United States,pipelines,51,6,
451,Mong-Koo Chung,South Korea,Hyundai,83,6,4
451,Randa Duncan Williams,United States,pipelines,59,6,1
451,Robert Brockman,United States,software,79,6,1
451,Robert F. Smith,United States,private equity,58,6,7
451,Ronald Wanek,United States,furniture,79,6,3
451,Scott Duncan,United States,pipelines,38,6,
1249,Andr̩ Street,Brazil,fintech,37,2.5,
1249,Andrei Bokarev,Russia,"metals, mining",54,2.5,1
1249,Byju Raveendran and Divya Gokulnath,India,education technology,39,2.5,2
1249,Carlos Sanchez,Brazil,generic drugs,59,2.5,
1249,Carol Jenkins Barnett,United States,Publix supermarkets,64,2.5,2
1249,Chang Jing,China,technology,38,2.5,
1249,Charles Bronfman,Canada,liquor,89,2.5,2
1249,Daniel Sundheim,United States,hedge funds,44,2.5,
1249,Eddie & Sol Zakay,United Kingdom,real estate,,2.5,
1249,Gerald Ford,United States,banking,76,2.5,6
1249,Hans Langer,Germany,3D printing,69,2.5,2
1249,Hans-Werner Hector,Germany,SAP,81,2.5,
1249,Harsh Mariwala,India,consumer goods,69,2.5,2
1249,Hu Kun,China,medical equipment,51,2.5,
1249,"Jeremy Jacobs, Sr. & family",United States,food service,81,2.5,6
1249,Jerry Ng,Indonesia,banking,56,2.5,
1249,Jim Breyer,United States,venture capital,59,2.5,3
1249,John Arrillaga,United States,real estate,84,2.5,2
1249,John Pritzker,United States,"hotels, investments",67,2.5,3
1249,Jos̩ Neves,Portugal,luxury fashion,46,2.5,
1249,Jose Luis Cutrale,Brazil,orange juice,74,2.5,2
1249,Kavitark Ram Shriram,United States,"venture capital, Google",64,2.5,2
1249,Lee Hae-jin,South Korea,Internet,53,2.5,2
1249,Leon G. Cooperman,United States,hedge funds,78,2.5,2
1249,Liang Feng,China,manufacturing,52,2.5,
1249,Lin Ming-hsiung,Taiwan,supermarkets,71,2.5,2
1249,Mark & Robyn Jones,United States,insurance,,2.5,6
1249,Markus Blocher,Switzerland,chemicals,50,2.5,7
1249,Matthew Prince,United States,cybersecurity,46,2.5,
1249,Matthias Reinhart,Switzerland,finance,61,2.5,
1249,Mikhail Gutseriev,Russia,"oil, real estate",63,2.5,2
1249,Mohamed Mansour,Egypt,diversified,73,2.5,2
1249,Najib Mikati,Lebanon,telecom,65,2.5,3
1249,Nandan Nilekani,India,software services,65,2.5,2
1249,Pedro Moreira Salles,Brazil,"banking, minerals",61,2.5,2
1249,Peter Unger,Germany,auto repair,76,2.5,2
1249,Phillip Frost,United States,pharmaceuticals,84,2.5,
1249,Rajan Raheja & family,India,diversified,66,2.5,2
1249,Ravi Pillai,India,construction,67,2.5,2
1249,Rodney Sacks,United States,energy drinks,71,2.5,
1249,Ruan Shuilong & family,China,chemicals,85,2.5,
1249,Sun Mengquan & family,China,edible oil,71,2.5,
1249,Taha Mikati,Lebanon,telecom,76,2.5,3
1249,Torsten Toeller,Germany,pet food,55,2.5,
1249,Victor Pinchuk,Ukraine,"steel pipes, diversified",60,2.5,4
1249,Wang Wenmo,China,sports apparel,64,2.5,
1249,William Berkley,United States,insurance,74,2.5,3
1249,Xie Juhua & family,China,pharmaceuticals,70,2.5,
1249,Xu Shaochun,China,software,58,2.5,
1249,Zhao Tao,Singapore,pharmaceuticals,55,2.5,
4,Bill Gates,United States,Microsoft,65,124,3
274,Agnete Kirk Thinggaard,Denmark,Lego,37,8.7,
274,Anthony von Mandl,Canada,alcoholic beverages,,8.7,
274,Benu Gopal Bangur,India,cement,89,8.7,2
274,Carlos Alberto Sicupira & family,Brazil,beer,73,8.7,3
274,Cheng Xue,China,soy sauce,51,8.7,
274,Graeme Hart,New Zealand,investments,65,8.7,2
274,Kjeld Kirk Kristiansen,Denmark,Lego,73,8.7,3
274,Lin Bin,United States,smartphones,53,8.7,
274,Liu Jincheng & family,China,lithium batteries,56,8.7,
274,Sam Bankman-Fried,United States,cryptocurrency,29,8.7,
274,Shigenobu Nagamori,Japan,motors,76,8.7,2
274,Sofie Kirk Kristiansen,Denmark,Lego,45,8.7,
274,Thomas Kirk Kristiansen,Denmark,Lego,42,8.7,
274,Xu Shihui,China,"snacks, beverages",63,8.7,
775,Aerin Lauder,United States,cosmetics,51,3.8,2
775,"Amos Hostetter, Jr.",United States,cable television,84,3.8,3
775,Clive Palmer,Australia,mining,67,3.8,3
775,Daniel D'Aniello,United States,private equity,74,3.8,2
775,Dirk Rossmann & family,Germany,drugstores,74,3.8,2
775,Don Vultaggio & family,United States,beverages,69,3.8,2
775,Donald Sterling,United States,real estate,87,3.8,3
775,Euisun Chung,South Korea,Hyundai,50,3.8,2
775,Feng Hailiang,China,"copper, education",60,3.8,2
775,Gao Dekang & family,China,apparel,69,3.8,3
775,Hans Georg Naeder,Germany,prosthetics,59,3.8,2
775,Ivar Tollefsen,Norway,real estate,59,3.8,
775,Jaime Gilinski Bacal,Colombia,banking,63,3.8,4
775,Jeff Green,United States,online advertising,44,3.8,
775,John Gandel,Australia,shopping malls,86,3.8,4
775,Karsanbhai Patel,India,consumer goods,77,3.8,3
775,Kuok Khoon Hong,Singapore,palm oil,71,3.8,4
775,Lai Jianping,China,soy sauce,,3.8,
775,Maren Otto,Germany,"retail, real estate",,3.8,
775,Matthias Reimann-Andersen,Germany,consumer goods,56,3.8,
775,Nusli Wadia,India,consumer goods,77,3.8,2
775,Oleg Deripaska,Russia,"aluminum, utilities",53,3.8,2
775,Qiu Jianping & family,China,hand tools,59,3.8,
775,Renate Reimann-Haas,Germany,consumer goods,69,3.8,
775,Sergei Gordeev,Russia,real estate,48,3.8,
775,Sergey Dmitriev,Russia,computer software,55,3.8,
775,Shaul Shani,Israel,telecom,66,3.8,
775,Song Fei,China,machinery,54,3.8,
775,Stefan Reimann-Andersen,Germany,consumer goods,57,3.8,
775,Wolfgang Reimann,Germany,consumer goods,68,3.8,
775,Zhang Jin,China,commodities,49,3.8,
775,Zhu Gongshan,China,solar panel materials,63,3.8,2
891,Alexander Frolov,Russia,"mining, steel",56,3.4,1
891,Angela Leong,Hong Kong,casinos,60,3.4,5
891,Arnon Milchan,Israel,movie making,76,3.4,4
891,Arturo Moreno,United States,"billboards, Anaheim Angels",74,3.4,3
891,Benjamin Zhengmin Pan & family,China,electronics,51,3.4,
891,Bernard Ecclestone & family,United Kingdom,Formula One,90,3.4,2
891,Bulat Utemuratov,Kazakhstan,"mining, banking, hotels",63,3.4,3
891,Chris Larsen,United States,cryptocurrency,60,3.4,2
891,Daniel Tsai,Taiwan,finance,65,3.4,4
891,Deng Wen,China,flavorings,53,3.4,
891,Ennio Doris & family,Italy,financial services,80,3.4,2
891,Eric Ya Shen,China,online apparel retail,50,3.4,
891,Fiona Geminder,Australia,manufacturing,56,3.4,4
891,Francesco Gaetano Caltagirone,Italy,"cement, diversified",78,3.4,3
891,Frank VanderSloot,United States,"nutrition, wellness products",72,3.4,14
891,Gayle Benson,United States,pro sports teams,74,3.4,
891,God Nisanov,Russia,real estate,49,3.4,3
891,Jay Paul,United States,real estate,73,3.4,
891,Jim Davis,United States,staffing & recruiting,77,3.4,2
891,John Middleton,United States,tobacco,66,3.4,2
891,Kelcy Warren,United States,pipelines,65,3.4,1
891,Lynn Schusterman,United States,"oil & gas, investments",82,3.4,3
891,Margarita Louis-Dreyfus & family,Switzerland,commodities,58,3.4,3
891,Mohed Altrad,France,"scaffolding, cement mixers",73,3.4,5
891,Patrick Ryan,United States,insurance,83,3.4,3
891,Remo Ruffini,Italy,winter jackets,59,3.4,2
891,RJ Scaringe,United States,electric vehicles,38,3.4,3
891,Steven Klinsky,United States,investments,64,3.4,
891,Tung Chee Chen,Hong Kong,shipping,78,3.4,2
891,Viktor Kharitonin,Russia,pharmaceuticals,48,3.4,2
891,Vladimir Yevtushenkov,Russia,"telecom, investments",72,3.4,2
891,"William Conway, Jr.",United States,private equity,71,3.4,1
891,Xu Yi,China,Internet,,3.4,
891,Zarakh Iliev,Russia,real estate,54,3.4,2
1205,Abilio dos Santos Diniz,Brazil,retail,84,2.6,6
1205,Adam Kwok,Hong Kong,real estate,38,2.6,
1205,Alexey Repik,Russia,pharmaceuticals,41,2.6,3
1205,Aloke Lohia,India,petrochemicals,62,2.6,3
1205,Anthony Hsieh,United States,mortgage lender,56,2.6,
1205,Banwari Lal Bawri,India,pharmaceuticals,68,2.6,2
1205,Brad Kelley,United States,tobacco,64,2.6,3
1205,Brian Acton,United States,WhatsApp,49,2.6,1
1205,Bruce Flatt,Canada,money management,55,2.6,
1205,C. Dean Metropoulos,United States,investments,75,2.6,2
1205,Cai Dongchen,China,pharmaceuticals,68,2.6,
1205,Caroline Hagen Kjos,Norway,conglomerate,37,2.6,2
1205,Charles Zegar,United States,Bloomberg LP,73,2.6,
1205,Choo Chong Ngen,Singapore,hotels,68,2.6,4
1205,Dan Snyder,United States,Washington Redskins,56,2.6,3
1205,Daniel Pritzker,United States,"hotels, investments",61,2.6,5
1205,Evan Williams,United States,Twitter,49,2.6,2
1205,Girdhari Lal Bawri,India,pharmaceuticals,73,2.6,3
1205,Guilherme Benchimol,Brazil,financial services,44,2.6,2
1205,Hal Jackman,Canada,"insurance, investments",88,2.6,5
1205,Helmut Sohmen,Austria,shipping,81,2.6,3
1205,Hortensia Herrero,Spain,supermarkets,70,2.6,4
1205,John Armitage,Ireland,hedge funds,61,2.6,
1205,"John Dorrance, III.",Ireland,Campbell Soup,77,2.6,2
1205,K.C. Liu,Taiwan,manufacturing,67,2.6,2
1205,Kalanithi Maran,India,media,55,2.6,1
1205,Lai Shixian,China,sports apparel,46,2.6,
1205,Pieter van der Does,Netherlands,payments software,52,2.6,
1205,Raj Kumar & Kishin RK,Singapore,real estate,66,2.6,1
1205,Rajendra Agarwal,India,pharmaceuticals,,2.6,
1205,Ren Jianhua,China,kitchen appliances,64,2.6,
1205,Shum Chiu Hung & family,China,real estate,,2.6,
1205,Stein Erik Hagen,Norway,consumer goods,64,2.6,4
1205,Stephen Lansdown,Guernsey,financial services,68,2.6,2
1205,Stephen Smith,Canada,finance and investments,69,2.6,3
1205,Steven Sarowitz,United States,payroll software,55,2.6,
1205,Tung Chee Hwa,Hong Kong,shipping,83,2.6,3
1205,Wim van der Leegte,Netherlands,manufacturing,73,2.6,3
1205,Wu Guangming,China,medical equipment,59,2.6,1
1205,Yang Yuanxi,China,video streaming app,,2.6,
1205,Yu Qibing & family,China,glass,55,2.6,
1205,Yuji Otsuka,Japan,"copy machines, software",67,2.6,
1205,Yuri Shefler,Russia,alcohol,53,2.6,4
1205,Zhaojiang Zhu,China,smartphones,47,2.6,
859,Alessandra Garavoglia,Italy,spirits,61,3.5,
859,Andrej Babis,Czechia,agriculture,66,3.5,4
859,Apoorva Mehta,Canada,grocery delivery service,34,3.5,
859,Arnout Schuijff,Netherlands,payments software,53,3.5,
859,Charles Cohen,United States,real estate,69,3.5,4
859,Chuchat Petaumpai & Daonapa Petampai,Thailand,motorcycle loans,67,3.5,2
859,Daniel Loeb,United States,hedge funds,59,3.5,
859,David Filo,United States,Yahoo,55,3.5,1
859,Denise York & family,United States,San Francisco 49ers,70,3.5,4
859,E. Joe Shoen,United States,U-Haul,71,3.5,
859,Franco Bittar Garcia,Brazil,retailing,37,3.5,
859,H. Fisk Johnson,United States,cleaning products,62,3.5,1
859,Hubert Burda,Germany,publishing,81,3.5,2
859,J.B. Pritzker,United States,"hotels, investments",56,3.5,2
859,Jim McKelvey,United States,mobile payments,55,3.5,
859,John Paulson,United States,hedge funds,65,3.5,2
859,Julia Thiele-Schuerhoff,Germany,brakes,,3.5,
859,Leena Tewari,India,pharmaceuticals,63,3.5,2
859,Li Guoqiang,China,auto dealerships,57,3.5,
859,Lim Wee Chai,Malaysia,rubber gloves,63,3.5,2
859,Liu Xiaodong,China,flavorings,53,3.5,
859,Martha Ingram & family,United States,"book distribution, transportation",85,3.5,4
859,Michael Rubin,United States,online retail,48,3.5,1
859,N.R. Narayana Murthy,India,software services,74,3.5,2
859,Romesh T. Wadhwani,United States,software,73,3.5,1
859,Sergei Galitsky,Russia,retail,53,3.5,1
859,Shyam & Hari Bhartia,India,diversified,68,3.5,2
859,Thomas Secunda,United States,Bloomberg LP,66,3.5,2
859,Vivek Chaand Sehgal,Australia,auto parts,64,3.5,2
859,Wu Shaoxun,China,wine,65,3.5,
859,Ye Guofu,China,retail,43,3.5,
859,Zhou Jianping,China,fashion retail,60,3.5,
680,Alain Bouchard,Canada,retail,72,4.2,4
680,Barry Diller,United States,online media,79,4.2,
680,Bertil Hult,Sweden,education,80,4.2,4
680,Fang Wei,China,steel,47,4.2,
680,Fu Liquan & family,China,surveillance equipment,53,4.2,1
680,James Irving,Canada,diversified,93,4.2,4
680,Juan Roig,Spain,supermarkets,71,4.2,4
680,Ken Xie,United States,cybersecurity,58,4.2,
680,Leonard Stern,United States,real estate,83,4.2,3
680,Li Li,China,healthcare,57,4.2,
680,Liu Fangyi,China,medical equipment,,4.2,
680,Luca Garavoglia,Italy,spirits,52,4.2,
680,Luo Liguo & family,China,chemicals,65,4.2,
680,Martin Lau,Hong Kong,e-commerce,48,4.2,
680,Pan Laican,China,soy sauce,,4.2,
680,Peter Hargreaves,United Kingdom,financial services,74,4.2,2
680,Ray Lee Hunt,United States,"oil, real estate",78,4.2,5
680,Rick Caruso,United States,real estate,62,4.2,4
680,Scott Cook,United States,software,68,4.2,3
680,Steven Meng Yang & family,China,electronics,39,4.2,
680,Thomas Straumann,Switzerland,dental implants,57,4.2,
680,Tom Golisano,United States,payroll services,79,4.2,2
680,Traudl Engelhorn & family,Germany,"pharmaceuticals, medical equipment",94,4.2,4
680,Wang Yanqing & family,China,electrical equipment,55,4.2,
680,Xue Hua,China,agribusiness,,4.2,
925,Alejandro Bulgheroni,Argentina,oil & gas,76,3.3,7
925,"Andre Koo, Sr.",Taiwan,financial services,53,3.3,2
925,B. Wayne Hughes,United States,self storage,87,3.3,2
925,"Bernard Saul, II.",United States,"banking, real estate",89,3.3,5
925,Charles Edelstenne,France,aviation,83,3.3,
925,Dong Jinggui,China,electric scooters,,3.3,
925,Hans Peter Wild,Switzerland,flavorings,79,3.3,2
925,Horst Paulmann & family,Chile,retail,86,3.3,3
925,Jean (Gigi) Pritzker,United States,"hotels, investments",58,3.3,3
925,Jim Koch,United States,beer,71,3.3,4
925,John Arnold,United States,hedge funds,47,3.3,2
925,Joseph Edelman,United States,hedge funds,65,3.3,
925,Kevin David Lehmann,Germany,drugstores,18,3.3,
925,Klaus-Peter Schulenberg,Germany,ticketing service,,3.3,
925,Lottie Tham & family,Sweden,H&M,72,3.3,3
925,Lucio Tan,Philippines,diversified,86,3.3,6
925,Neal Blue & family,United States,defense,86,3.3,
925,Qi Xiangdong,China,software,50,3.3,
925,Ravi Jaipuria,India,"soft drinks, fast food",66,3.3,2
925,Renzo Rosso & family,Italy,fashion,65,3.3,7
925,Richard LeFrak & family,United States,real estate,75,3.3,2
925,Samvel Karapetyan,Russia,real estate,55,3.3,3
925,Senapathy Gopalakrishnan,India,software services,66,3.3,1
925,Somphote Ahunai,Thailand,renewable energy,53,3.3,3
925,Stephen Rubin,United Kingdom,sports apparel,84,3.3,4
925,Tahir & family,Indonesia,diversified,69,3.3,4
925,Vyacheslav Kim,Kazakhstan,fintech,51,3.3,
925,Wang Wenxue,China,real estate,53,3.3,
925,"William Wrigley, Jr.",United States,chewing gum,57,3.3,4
925,Yuri Kovalchuk,Russia,"banking, insurance, media",69,3.3,1
925,Zhang Xin & Pan Shiyi,China,real estate,55,3.3,2
831,Anil Agarwal & family,India,"mining, metals",67,3.6,2
831,Anthony Pritzker,United States,"hotels, investments",60,3.6,6
831,"Austen Cargill, II.",United States,Cargill,70,3.6,2
831,Chu Lam Yiu,Hong Kong,flavorings,51,3.6,
831,Daniel Och,United States,hedge funds,60,3.6,3
831,Daryl Katz,Canada,pharmacies,59,3.6,2
831,Helen Johnson-Leipold,United States,cleaning products,64,3.6,5
831,Hu Kaijun,China,pharmaceuticals,59,3.6,
831,"James Cargill, II.",United States,Cargill,72,3.6,2
831,Jerzy Starak,Poland,pharmaceuticals,73,3.6,3
831,Leonid Boguslavsky,Russia,venture capital,69,3.6,4
831,Li Hongxin & family,China,paper & related products,68,3.6,3
831,Lynsi Snyder,United States,In-N-Out Burger,39,3.6,
831,Majid Al Futtaim & family,United Arab Emirates,"real estate, retail",,3.6,
831,Marianne Liebmann,United States,Cargill,67,3.6,2
831,Michael Tojner,Austria,"batteries, investments",55,3.6,
831,Niraj Shah,United States,online retail,47,3.6,2
831,Peter Kellogg,United States,investments,78,3.6,3
831,Richard Tsai,Taiwan,finance,63,3.6,2
831,Rodger Riney & family,United States,discount brokerage,75,3.6,3
831,S. Curtis Johnson,United States,cleaning products,66,3.6,4
831,Samuel Tak Lee,Hong Kong,real estate,82,3.6,7
831,Steve Conine,United States,online retail,48,3.6,3
831,Ty Warner,United States,"real estate, plush toys",76,3.6,
831,Winifred J. Marquart,United States,cleaning products,62,3.6,4
831,Yang Shaopeng,China,shipping,63,3.6,
831,Yuan Liping,Canada,pharmaceuticals,50,3.6,
831,Zhang Hongwei,China,"oil, banking",66,3.6,3
727,Ajay Piramal,India,pharmaceuticals,65,4,2
727,Akira Mori & family,Japan,real estate,84,4,3
727,Du Jiangtao & family,China,chemicals,51,4,
727,Georg Nemetschek & family,Germany,software,87,4,2
727,Gwendolyn Sontheim Meyer,United States,Cargill,59,4,2
727,Igor Kesaev,Russia,"tobacco distribution, retail",54,4,3
727,Ira Rennert,United States,investments,86,4,3
727,Kiran Mazumdar-Shaw,India,biopharmaceuticals,68,4,
727,Koon Poh Keong,Malaysia,aluminum,60,4,
727,Li Xiang,China,electric vehicles,39,4,
727,Marc Rowan,United States,private equity,58,4,
727,Masahiro Noda,Japan,software,82,4,
727,Masatoshi Ito,Japan,retail,97,4,3
727,Melissa Ma,China,internet search,,4,
727,Michal Solowow,Poland,investments,58,4,3
727,Paul Xiaoming Lee & family,United States,packaging,63,4,
727,Qiu Guanghe & family,China,fashion retail,69,4,2
727,Trevor Rees-Jones,United States,oil & gas,69,4,2
727,Udo & Harald Tschira,Germany,software,,4,
727,Ugur Sahin,Germany,biotechnology,55,4,
727,Vinod & Anil Rai Gupta,India,electrical equipment,,4,
727,Walter P.J. Droege,Germany,investing,68,4,
727,Wu Jianshu,Hong Kong,auto parts,57,4,
727,Ye Xiaoping,China,pharmaceuticals,58,4,
727,Zhou Hongyi,China,security software,50,4,
502,Alexandra Schoerghuber,Germany,real estate,62,5.5,3
502,Christoph Zeller,Liechtenstein,dental implants,64,5.5,
502,Clive Calder,United Kingdom,record label,74,5.5,2
502,Dagmar Dolby & family,United States,Dolby Laboratories,79,5.5,2
502,Dong Wei,China,pharmaceuticals,50,5.5,
502,"Edward Roski, Jr.",United States,real estate,82,5.5,3
502,Hasmukh Chudgar & family,India,pharmaceuticals,87,5.5,3
502,He Xiaopeng,China,electric vehicles,43,5.5,
502,Ivan Glasenberg,Switzerland,mining,64,5.5,2
502,J. Christopher Reyes,United States,food distribution,67,5.5,4
502,Jude Reyes,United States,food distribution,65,5.5,3
502,Karel Komarek,Czechia,"oil and gas, IT, lotteries",52,5.5,4
502,Ken Fisher,United States,money management,70,5.5,3
502,Kjell Inge Rokke,Norway,"shipping, seafood",62,5.5,4
502,Mu Rongjun,China,e-commerce,41,5.5,
502,Ronald Lauder,United States,Estee Lauder,77,5.5,2
502,Shu Ping,Singapore,restaurants,,5.5,
502,Sumet Jiaravanon,Thailand,diversified,86,5.5,
5,Mark Zuckerberg,United States,Facebook,36,97,2
956,Archie Aldis Emmerson & family,United States,"timberland, lumber mills",92,3.2,3
956,Carlo Fidani,Canada,real estate,66,3.2,
956,Chey Tae-won,South Korea,"oil, semiconductor",60,3.2,4
956,Don Hankey,United States,auto loans,77,3.2,4
956,Giuliana Benetton,Italy,"fashion retail, investments",83,3.2,4
956,He Zhaoxi,China,software,47,3.2,
956,Heidi Horten,Austria,retail,80,3.2,
956,Jack Cowin,Australia,fast food,78,3.2,4
956,James Packer,Australia,casinos,53,3.2,3
956,John Collison,Ireland,payments software,30,3.2,
956,John Sall,United States,software,73,3.2,4
956,Juan Carlos Escotet,Venezuela,banking,61,3.2,4
956,Ke Zunhong & family,China,pharmaceuticals,66,3.2,
956,Lawrence Stroll,Canada,fashion investments,61,3.2,2
956,Luciano Benetton,Italy,"fashion retail, investments",85,3.2,4
956,Maja Oeri,Switzerland,pharmaceuticals,66,3.2,
956,Mikhail Lomtadze,Georgia,fintech,45,3.2,
956,Naguib Sawiris,Egypt,telecom,66,3.2,4
956,Otto Happel,Germany,engineering,73,3.2,6
956,Patrick Collison,Ireland,payment software,32,3.2,
956,Rita Tong Liu,Hong Kong,real estate,72,3.2,2
956,Ronald McAulay,Hong Kong,energy,85,3.2,2
