forbes_billionaires_geo.Rank,forbes_billionaires_geo.Name,forbes_billionaires_geo.Country,forbes_billionaires_geo.Source,Sum(forbes_billionaires_geo.NetWorth),Sum(forbes_billionaires_geo.Age),Sum(forbes_billionaires_geo.Children)
1064,Arkady Rotenberg,Russia,"construction, pipes, banking",2.9,69,5
1064,Ben Ashkenazy,United States,real estate,2.9,51,3
1064,Benjamin Otto,Germany,retail,2.9,,
1064,Bennett Dorrance,United States,Campbell Soup,2.9,75,2
1064,Bob Gaglardi,Canada,hotels,2.9,80,4
1064,Bradley Jacobs,United States,logistics,2.9,64,4
1064,Cao Ji,China,manufacturing,2.9,69,
1064,Chad Richison,United States,payroll processing,2.9,50,4
1064,Chandru Raheja,India,real estate,2.9,80,2
1064,Chen Kaixuan,China,household chemicals,2.9,63,
1064,Farhad Moshiri,United Kingdom,diversified,2.9,65,2
1064,Fu Guangming & family,China,poultry,2.9,67,2
1064,Glen Taylor,United States,printing,2.9,80,5
1064,Hu Yangzhong,China,technology,2.9,56,
1064,Huang Qiaoling,China,amusement parks,2.9,62,2
1064,Huang Zhenda & family,China,construction,2.9,73,
1064,Jeff Sutton,United States,real estate,2.9,61,5
1064,Joesley Batista,Brazil,beef processing,2.9,49,4
1064,Jon Yarbrough,United States,video games,2.9,63,2
1064,Juan Abello,Spain,investments,2.9,79,4
1064,Kim Taek-jin,South Korea,online games,2.9,54,4
1064,Liang Yunchao,China,nutritional supplements,2.9,52,2
1064,Lucy Peng,China,e-commerce,2.9,48,
1064,Maggie Hardy Knox,United States,building materials,2.9,55,1
1064,Marcel Erni,Switzerland,private equity,2.9,56,
1064,Maritsa Lazari & family,United Kingdom,real estate,2.9,76,3
1064,Matt Moulding,United Kingdom,e-commerce,2.9,49,
1064,Osman Kibar,United States,biotech,2.9,50,4
1064,Pablo Legorreta,United States,investments,2.9,57,2
1064,Patrice Motsepe,South Africa,mining,2.9,59,3
1064,Paul Sciarra,United States,Pinterest,2.9,40,
1064,Riley Bechtel & family,United States,"engineering, construction",2.9,69,3
1064,Samir Mehta,India,"pharmaceuticals, power",2.9,57,
1064,Sanjeev Bikhchandani,India,Internet,2.9,57,2
1064,Sebastian Pi̱era & family,Chile,investments,2.9,71,4
1064,Sid Bass,United States,"oil, investments",2.9,79,2
1064,Sudhir Mehta,India,"pharmaceuticals, power",2.9,67,2
1064,Urs Wietlisbach,Switzerland,private equity,2.9,59,
1064,Walter Faria,Brazil,beer,2.9,66,1
1064,Wesley Batista,Brazil,beef packing,2.9,48,3
1064,Xu Yingzhuo,China,agribusiness,2.9,53,
1064,Ye Fan & family,China,auto dealerships,2.9,50,
1517,Alexander Karp,United States,software firm,2.1,53,
1517,Andrew & Peggy Cherng,United States,restaurants,2.1,,
1517,Arthur Xiaobo Hong,China,e-commerce,2.1,49,
1517,Bernard Fraisse,France,pharmaceuticals,2.1,64,
1517,Bruce Karsh,United States,private equity,2.1,65,3
1517,Christiane Schoeller,Germany,publishing,2.1,,
1517,Daniel Lubetzky,United States,snack bars,2.1,52,4
1517,David Murdock,United States,"Dole, real estate",2.1,98,3
1517,Diao Zhizhong,China,software,2.1,57,
1517,Dieter Schnabel,Germany,chemicals,2.1,75,3
1517,Dominika Kulczyk,Poland,diversified,2.1,43,2
1517,Erik Paulsson & family,Sweden,"construction, real estate",2.1,79,
1517,Fabricio Garcia,Brazil,retail,2.1,43,
1517,Flavia Bittar Garcia Faleiros,Brazil,retail,2.1,40,3
1517,Florentino Perez,Spain,construction,2.1,74,3
1517,Frank Laukien,United States,scientific equipment,2.1,61,
1517,George Bishop,United States,oil & gas,2.1,83,
1517,Gong Yingying,China,health IT,2.1,36,
1517,Gordon Getty,United States,Getty Oil,2.1,87,7
1517,Henry Laufer,United States,hedge funds,2.1,75,
1517,Herb Chambers,United States,car dealerships,2.1,79,
1517,Hong Feng,China,smartphones,2.1,44,
1517,Howard Marks,United States,private equity,2.1,75,2
1517,Huang Shih Tsai,Hong Kong,real estate,2.1,69,2
1517,Igor Makarov,Russia,investments,2.1,59,2
1517,Ilkka Herlin,Finland,"elevators, escalators",2.1,62,4
1517,Jacques D'Amours,Canada,retail,2.1,64,2
1517,Jeffrey Talpins,United States,hedge fund,2.1,46,
1517,Jiang Yehua & family,China,real estate,2.1,58,
1517,Julio Bozano,Brazil,banking,2.1,85,1
1517,Katarina Martinson,Sweden,investments,2.1,40,
1517,Keeree Kanjanapas,Thailand,transportation,2.1,70,2
1517,Kishore Mariwala,India,consumer goods,2.1,86,2
1517,Li Wanqiang,China,smartphones,2.1,43,
1517,Li Weiwei,China,online games,2.1,44,
1517,Lin Chen-hai,Taiwan,real estate,2.1,74,2
1517,Lin Yinsun,China,agribusiness,2.1,57,
1517,Liu Zhongtian & family,China,aluminum products,2.1,57,
1517,Lutz Mario Helmig,Germany,hospitals,2.1,74,2
1517,Mark Leonard & family,Canada,software,2.1,65,
1517,Michael Ashcroft,United Kingdom,security,2.1,75,
1517,Michael Federmann & family,Israel,"defense, hotels",2.1,77,3
1517,Michael Xie,United States,cybersecurity,2.1,52,
1517,Mustafa Kucuk,Turkey,fashion retail,2.1,57,3
1517,Phil Ruffin,United States,"casinos, real estate",2.1,86,5
1517,Philippe Ginestet & family,France,retail stores,2.1,67,
1517,Philippe Laffont,United States,hedge fund,2.1,53,
1517,Prayudh Mahagitsiri,Thailand,"coffee, shipping",2.1,75,3
1517,Ray Davis,United States,pipelines,2.1,79,3
1517,Richard Sands,United States,liquor,2.1,70,
1517,Robert Sands,United States,liquor,2.1,62,
1517,Roger Penske,United States,cars,2.1,84,5
1517,Sandro Veronesi & family,Italy,fashion,2.1,61,
1517,Timur Turlov,Russia,stock brokerage,2.1,33,6
1517,Vikas Oberoi,India,real estate,2.1,50,2
1517,Vincent McMahon,United States,entertainment,2.1,75,2
1517,Wang Chou-hsiong,Taiwan,footwear,2.1,80,2
1517,Wang Minwen,China,semiconductor,2.1,57,
1517,Weng Xianding,China,medical devices,2.1,59,
1517,William Fisher,United States,Gap,2.1,64,3
1517,Yuan Fugen & family,China,metal processing,2.1,70,
1517,Zhao Fenggang,China,batteries,2.1,55,
1517,Zhou Zongwen & family,China,jewelry,2.1,64,
451,Andrei Guriev & family,Russia,fertilizers,6,61,2
451,Daniel Dines,Romania,software,6,49,1
451,Dannine Avara,United States,pipelines,6,57,
451,Dulce Pugliese de Godoy Bueno,Brazil,"hospitals, health care",6,73,1
451,Frits Goldschmeding,Netherlands,temp agency,6,87,3
451,Guenther Fielmann & family,Germany,optometry,6,81,2
451,Hansjoerg Wyss,Switzerland,medical devices,6,86,1
451,Isaac Perlmutter,United States,Marvel comics,6,78,
451,Jane Lauder,United States,Est̩e Lauder,6,48,
451,Jeff Skoll,United States,eBay,6,56,
451,John A. Sobrato & family,United States,real estate,6,81,3
451,Judy Faulkner,United States,health IT,6,77,3
451,Juergen Blickle,Germany,auto parts,6,74,
451,Martin Lorentzon,Sweden,Spotify,6,52,
451,Milane Frantz,United States,pipelines,6,51,
451,Mong-Koo Chung,South Korea,Hyundai,6,83,4
451,Randa Duncan Williams,United States,pipelines,6,59,1
451,Robert Brockman,United States,software,6,79,1
451,Robert F. Smith,United States,private equity,6,58,7
451,Ronald Wanek,United States,furniture,6,79,3
451,Scott Duncan,United States,pipelines,6,38,
1249,Andr̩ Street,Brazil,fintech,2.5,37,
1249,Andrei Bokarev,Russia,"metals, mining",2.5,54,1
1249,Byju Raveendran and Divya Gokulnath,India,education technology,2.5,39,2
1249,Carlos Sanchez,Brazil,generic drugs,2.5,59,
1249,Carol Jenkins Barnett,United States,Publix supermarkets,2.5,64,2
1249,Chang Jing,China,technology,2.5,38,
1249,Charles Bronfman,Canada,liquor,2.5,89,2
1249,Daniel Sundheim,United States,hedge funds,2.5,44,
1249,Eddie & Sol Zakay,United Kingdom,real estate,2.5,,
1249,Gerald Ford,United States,banking,2.5,76,6
1249,Hans Langer,Germany,3D printing,2.5,69,2
1249,Hans-Werner Hector,Germany,SAP,2.5,81,
1249,Harsh Mariwala,India,consumer goods,2.5,69,2
1249,Hu Kun,China,medical equipment,2.5,51,
1249,"Jeremy Jacobs, Sr. & family",United States,food service,2.5,81,6
1249,Jerry Ng,Indonesia,banking,2.5,56,
1249,Jim Breyer,United States,venture capital,2.5,59,3
1249,John Arrillaga,United States,real estate,2.5,84,2
1249,John Pritzker,United States,"hotels, investments",2.5,67,3
1249,Jos̩ Neves,Portugal,luxury fashion,2.5,46,
1249,Jose Luis Cutrale,Brazil,orange juice,2.5,74,2
1249,Kavitark Ram Shriram,United States,"venture capital, Google",2.5,64,2
1249,Lee Hae-jin,South Korea,Internet,2.5,53,2
1249,Leon G. Cooperman,United States,hedge funds,2.5,78,2
1249,Liang Feng,China,manufacturing,2.5,52,
1249,Lin Ming-hsiung,Taiwan,supermarkets,2.5,71,2
1249,Mark & Robyn Jones,United States,insurance,2.5,,6
1249,Markus Blocher,Switzerland,chemicals,2.5,50,7
1249,Matthew Prince,United States,cybersecurity,2.5,46,
1249,Matthias Reinhart,Switzerland,finance,2.5,61,
1249,Mikhail Gutseriev,Russia,"oil, real estate",2.5,63,2
1249,Mohamed Mansour,Egypt,diversified,2.5,73,2
1249,Najib Mikati,Lebanon,telecom,2.5,65,3
1249,Nandan Nilekani,India,software services,2.5,65,2
1249,Pedro Moreira Salles,Brazil,"banking, minerals",2.5,61,2
1249,Peter Unger,Germany,auto repair,2.5,76,2
1249,Phillip Frost,United States,pharmaceuticals,2.5,84,
1249,Rajan Raheja & family,India,diversified,2.5,66,2
1249,Ravi Pillai,India,construction,2.5,67,2
1249,Rodney Sacks,United States,energy drinks,2.5,71,
1249,Ruan Shuilong & family,China,chemicals,2.5,85,
1249,Sun Mengquan & family,China,edible oil,2.5,71,
1249,Taha Mikati,Lebanon,telecom,2.5,76,3
1249,Torsten Toeller,Germany,pet food,2.5,55,
1249,Victor Pinchuk,Ukraine,"steel pipes, diversified",2.5,60,4
1249,Wang Wenmo,China,sports apparel,2.5,64,
1249,William Berkley,United States,insurance,2.5,74,3
1249,Xie Juhua & family,China,pharmaceuticals,2.5,70,
1249,Xu Shaochun,China,software,2.5,58,
1249,Zhao Tao,Singapore,pharmaceuticals,2.5,55,
4,Bill Gates,United States,Microsoft,124,65,3
274,Agnete Kirk Thinggaard,Denmark,Lego,8.7,37,
274,Anthony von Mandl,Canada,alcoholic beverages,8.7,,
274,Benu Gopal Bangur,India,cement,8.7,89,2
274,Carlos Alberto Sicupira & family,Brazil,beer,8.7,73,3
274,Cheng Xue,China,soy sauce,8.7,51,
274,Graeme Hart,New Zealand,investments,8.7,65,2
274,Kjeld Kirk Kristiansen,Denmark,Lego,8.7,73,3
274,Lin Bin,United States,smartphones,8.7,53,
274,Liu Jincheng & family,China,lithium batteries,8.7,56,
274,Sam Bankman-Fried,United States,cryptocurrency,8.7,29,
274,Shigenobu Nagamori,Japan,motors,8.7,76,2
274,Sofie Kirk Kristiansen,Denmark,Lego,8.7,45,
274,Thomas Kirk Kristiansen,Denmark,Lego,8.7,42,
274,Xu Shihui,China,"snacks, beverages",8.7,63,
775,Aerin Lauder,United States,cosmetics,3.8,51,2
775,"Amos Hostetter, Jr.",United States,cable television,3.8,84,3
775,Clive Palmer,Australia,mining,3.8,67,3
775,Daniel D'Aniello,United States,private equity,3.8,74,2
775,Dirk Rossmann & family,Germany,drugstores,3.8,74,2
775,Don Vultaggio & family,United States,beverages,3.8,69,2
775,Donald Sterling,United States,real estate,3.8,87,3
775,Euisun Chung,South Korea,Hyundai,3.8,50,2
775,Feng Hailiang,China,"copper, education",3.8,60,2
775,Gao Dekang & family,China,apparel,3.8,69,3
775,Hans Georg Naeder,Germany,prosthetics,3.8,59,2
775,Ivar Tollefsen,Norway,real estate,3.8,59,
775,Jaime Gilinski Bacal,Colombia,banking,3.8,63,4
775,Jeff Green,United States,online advertising,3.8,44,
775,John Gandel,Australia,shopping malls,3.8,86,4
775,Karsanbhai Patel,India,consumer goods,3.8,77,3
775,Kuok Khoon Hong,Singapore,palm oil,3.8,71,4
775,Lai Jianping,China,soy sauce,3.8,,
775,Maren Otto,Germany,"retail, real estate",3.8,,
775,Matthias Reimann-Andersen,Germany,consumer goods,3.8,56,
775,Nusli Wadia,India,consumer goods,3.8,77,2
775,Oleg Deripaska,Russia,"aluminum, utilities",3.8,53,2
775,Qiu Jianping & family,China,hand tools,3.8,59,
775,Renate Reimann-Haas,Germany,consumer goods,3.8,69,
775,Sergei Gordeev,Russia,real estate,3.8,48,
775,Sergey Dmitriev,Russia,computer software,3.8,55,
775,Shaul Shani,Israel,telecom,3.8,66,
775,Song Fei,China,machinery,3.8,54,
775,Stefan Reimann-Andersen,Germany,consumer goods,3.8,57,
775,Wolfgang Reimann,Germany,consumer goods,3.8,68,
775,Zhang Jin,China,commodities,3.8,49,
775,Zhu Gongshan,China,solar panel materials,3.8,63,2
891,Alexander Frolov,Russia,"mining, steel",3.4,56,1
891,Angela Leong,Hong Kong,casinos,3.4,60,5
891,Arnon Milchan,Israel,movie making,3.4,76,4
891,Arturo Moreno,United States,"billboards, Anaheim Angels",3.4,74,3
891,Benjamin Zhengmin Pan & family,China,electronics,3.4,51,
891,Bernard Ecclestone & family,United Kingdom,Formula One,3.4,90,2
891,Bulat Utemuratov,Kazakhstan,"mining, banking, hotels",3.4,63,3
891,Chris Larsen,United States,cryptocurrency,3.4,60,2
891,Daniel Tsai,Taiwan,finance,3.4,65,4
891,Deng Wen,China,flavorings,3.4,53,
891,Ennio Doris & family,Italy,financial services,3.4,80,2
891,Eric Ya Shen,China,online apparel retail,3.4,50,
891,Fiona Geminder,Australia,manufacturing,3.4,56,4
891,Francesco Gaetano Caltagirone,Italy,"cement, diversified",3.4,78,3
891,Frank VanderSloot,United States,"nutrition, wellness products",3.4,72,14
891,Gayle Benson,United States,pro sports teams,3.4,74,
891,God Nisanov,Russia,real estate,3.4,49,3
891,Jay Paul,United States,real estate,3.4,73,
891,Jim Davis,United States,staffing & recruiting,3.4,77,2
891,John Middleton,United States,tobacco,3.4,66,2
891,Kelcy Warren,United States,pipelines,3.4,65,1
891,Lynn Schusterman,United States,"oil & gas, investments",3.4,82,3
891,Margarita Louis-Dreyfus & family,Switzerland,commodities,3.4,58,3
891,Mohed Altrad,France,"scaffolding, cement mixers",3.4,73,5
891,Patrick Ryan,United States,insurance,3.4,83,3
891,Remo Ruffini,Italy,winter jackets,3.4,59,2
891,RJ Scaringe,United States,electric vehicles,3.4,38,3
891,Steven Klinsky,United States,investments,3.4,64,
891,Tung Chee Chen,Hong Kong,shipping,3.4,78,2
891,Viktor Kharitonin,Russia,pharmaceuticals,3.4,48,2
891,Vladimir Yevtushenkov,Russia,"telecom, investments",3.4,72,2
891,"William Conway, Jr.",United States,private equity,3.4,71,1
891,Xu Yi,China,Internet,3.4,,
891,Zarakh Iliev,Russia,real estate,3.4,54,2
1205,Abilio dos Santos Diniz,Brazil,retail,2.6,84,6
1205,Adam Kwok,Hong Kong,real estate,2.6,38,
1205,Alexey Repik,Russia,pharmaceuticals,2.6,41,3
1205,Aloke Lohia,India,petrochemicals,2.6,62,3
1205,Anthony Hsieh,United States,mortgage lender,2.6,56,
1205,Banwari Lal Bawri,India,pharmaceuticals,2.6,68,2
1205,Brad Kelley,United States,tobacco,2.6,64,3
1205,Brian Acton,United States,WhatsApp,2.6,49,1
1205,Bruce Flatt,Canada,money management,2.6,55,
1205,C. Dean Metropoulos,United States,investments,2.6,75,2
1205,Cai Dongchen,China,pharmaceuticals,2.6,68,
1205,Caroline Hagen Kjos,Norway,conglomerate,2.6,37,2
1205,Charles Zegar,United States,Bloomberg LP,2.6,73,
1205,Choo Chong Ngen,Singapore,hotels,2.6,68,4
1205,Dan Snyder,United States,Washington Redskins,2.6,56,3
1205,Daniel Pritzker,United States,"hotels, investments",2.6,61,5
1205,Evan Williams,United States,Twitter,2.6,49,2
1205,Girdhari Lal Bawri,India,pharmaceuticals,2.6,73,3
1205,Guilherme Benchimol,Brazil,financial services,2.6,44,2
1205,Hal Jackman,Canada,"insurance, investments",2.6,88,5
1205,Helmut Sohmen,Austria,shipping,2.6,81,3
1205,Hortensia Herrero,Spain,supermarkets,2.6,70,4
1205,John Armitage,Ireland,hedge funds,2.6,61,
1205,"John Dorrance, III.",Ireland,Campbell Soup,2.6,77,2
1205,K.C. Liu,Taiwan,manufacturing,2.6,67,2
1205,Kalanithi Maran,India,media,2.6,55,1
1205,Lai Shixian,China,sports apparel,2.6,46,
1205,Pieter van der Does,Netherlands,payments software,2.6,52,
1205,Raj Kumar & Kishin RK,Singapore,real estate,2.6,66,1
1205,Rajendra Agarwal,India,pharmaceuticals,2.6,,
1205,Ren Jianhua,China,kitchen appliances,2.6,64,
1205,Shum Chiu Hung & family,China,real estate,2.6,,
1205,Stein Erik Hagen,Norway,consumer goods,2.6,64,4
1205,Stephen Lansdown,Guernsey,financial services,2.6,68,2
1205,Stephen Smith,Canada,finance and investments,2.6,69,3
1205,Steven Sarowitz,United States,payroll software,2.6,55,
1205,Tung Chee Hwa,Hong Kong,shipping,2.6,83,3
1205,Wim van der Leegte,Netherlands,manufacturing,2.6,73,3
1205,Wu Guangming,China,medical equipment,2.6,59,1
1205,Yang Yuanxi,China,video streaming app,2.6,,
1205,Yu Qibing & family,China,glass,2.6,55,
1205,Yuji Otsuka,Japan,"copy machines, software",2.6,67,
1205,Yuri Shefler,Russia,alcohol,2.6,53,4
1205,Zhaojiang Zhu,China,smartphones,2.6,47,
859,Alessandra Garavoglia,Italy,spirits,3.5,61,
859,Andrej Babis,Czechia,agriculture,3.5,66,4
859,Apoorva Mehta,Canada,grocery delivery service,3.5,34,
859,Arnout Schuijff,Netherlands,payments software,3.5,53,
859,Charles Cohen,United States,real estate,3.5,69,4
859,Chuchat Petaumpai & Daonapa Petampai,Thailand,motorcycle loans,3.5,67,2
859,Daniel Loeb,United States,hedge funds,3.5,59,
859,David Filo,United States,Yahoo,3.5,55,1
859,Denise York & family,United States,San Francisco 49ers,3.5,70,4
859,E. Joe Shoen,United States,U-Haul,3.5,71,
859,Franco Bittar Garcia,Brazil,retailing,3.5,37,
859,H. Fisk Johnson,United States,cleaning products,3.5,62,1
859,Hubert Burda,Germany,publishing,3.5,81,2
859,J.B. Pritzker,United States,"hotels, investments",3.5,56,2
859,Jim McKelvey,United States,mobile payments,3.5,55,
859,John Paulson,United States,hedge funds,3.5,65,2
859,Julia Thiele-Schuerhoff,Germany,brakes,3.5,,
859,Leena Tewari,India,pharmaceuticals,3.5,63,2
859,Li Guoqiang,China,auto dealerships,3.5,57,
859,Lim Wee Chai,Malaysia,rubber gloves,3.5,63,2
859,Liu Xiaodong,China,flavorings,3.5,53,
859,Martha Ingram & family,United States,"book distribution, transportation",3.5,85,4
859,Michael Rubin,United States,online retail,3.5,48,1
859,N.R. Narayana Murthy,India,software services,3.5,74,2
859,Romesh T. Wadhwani,United States,software,3.5,73,1
859,Sergei Galitsky,Russia,retail,3.5,53,1
859,Shyam & Hari Bhartia,India,diversified,3.5,68,2
859,Thomas Secunda,United States,Bloomberg LP,3.5,66,2
859,Vivek Chaand Sehgal,Australia,auto parts,3.5,64,2
859,Wu Shaoxun,China,wine,3.5,65,
859,Ye Guofu,China,retail,3.5,43,
859,Zhou Jianping,China,fashion retail,3.5,60,
680,Alain Bouchard,Canada,retail,4.2,72,4
680,Barry Diller,United States,online media,4.2,79,
680,Bertil Hult,Sweden,education,4.2,80,4
680,Fang Wei,China,steel,4.2,47,
680,Fu Liquan & family,China,surveillance equipment,4.2,53,1
680,James Irving,Canada,diversified,4.2,93,4
680,Juan Roig,Spain,supermarkets,4.2,71,4
680,Ken Xie,United States,cybersecurity,4.2,58,
680,Leonard Stern,United States,real estate,4.2,83,3
680,Li Li,China,healthcare,4.2,57,
680,Liu Fangyi,China,medical equipment,4.2,,
680,Luca Garavoglia,Italy,spirits,4.2,52,
680,Luo Liguo & family,China,chemicals,4.2,65,
680,Martin Lau,Hong Kong,e-commerce,4.2,48,
680,Pan Laican,China,soy sauce,4.2,,
680,Peter Hargreaves,United Kingdom,financial services,4.2,74,2
680,Ray Lee Hunt,United States,"oil, real estate",4.2,78,5
680,Rick Caruso,United States,real estate,4.2,62,4
680,Scott Cook,United States,software,4.2,68,3
680,Steven Meng Yang & family,China,electronics,4.2,39,
680,Thomas Straumann,Switzerland,dental implants,4.2,57,
680,Tom Golisano,United States,payroll services,4.2,79,2
680,Traudl Engelhorn & family,Germany,"pharmaceuticals, medical equipment",4.2,94,4
680,Wang Yanqing & family,China,electrical equipment,4.2,55,
680,Xue Hua,China,agribusiness,4.2,,
925,Alejandro Bulgheroni,Argentina,oil & gas,3.3,76,7
925,"Andre Koo, Sr.",Taiwan,financial services,3.3,53,2
925,B. Wayne Hughes,United States,self storage,3.3,87,2
925,"Bernard Saul, II.",United States,"banking, real estate",3.3,89,5
925,Charles Edelstenne,France,aviation,3.3,83,
925,Dong Jinggui,China,electric scooters,3.3,,
925,Hans Peter Wild,Switzerland,flavorings,3.3,79,2
925,Horst Paulmann & family,Chile,retail,3.3,86,3
925,Jean (Gigi) Pritzker,United States,"hotels, investments",3.3,58,3
925,Jim Koch,United States,beer,3.3,71,4
925,John Arnold,United States,hedge funds,3.3,47,2
925,Joseph Edelman,United States,hedge funds,3.3,65,
925,Kevin David Lehmann,Germany,drugstores,3.3,18,
925,Klaus-Peter Schulenberg,Germany,ticketing service,3.3,,
925,Lottie Tham & family,Sweden,H&M,3.3,72,3
925,Lucio Tan,Philippines,diversified,3.3,86,6
925,Neal Blue & family,United States,defense,3.3,86,
925,Qi Xiangdong,China,software,3.3,50,
925,Ravi Jaipuria,India,"soft drinks, fast food",3.3,66,2
925,Renzo Rosso & family,Italy,fashion,3.3,65,7
925,Richard LeFrak & family,United States,real estate,3.3,75,2
925,Samvel Karapetyan,Russia,real estate,3.3,55,3
925,Senapathy Gopalakrishnan,India,software services,3.3,66,1
925,Somphote Ahunai,Thailand,renewable energy,3.3,53,3
925,Stephen Rubin,United Kingdom,sports apparel,3.3,84,4
925,Tahir & family,Indonesia,diversified,3.3,69,4
925,Vyacheslav Kim,Kazakhstan,fintech,3.3,51,
925,Wang Wenxue,China,real estate,3.3,53,
925,"William Wrigley, Jr.",United States,chewing gum,3.3,57,4
925,Yuri Kovalchuk,Russia,"banking, insurance, media",3.3,69,1
925,Zhang Xin & Pan Shiyi,China,real estate,3.3,55,2
831,Anil Agarwal & family,India,"mining, metals",3.6,67,2
831,Anthony Pritzker,United States,"hotels, investments",3.6,60,6
831,"Austen Cargill, II.",United States,Cargill,3.6,70,2
831,Chu Lam Yiu,Hong Kong,flavorings,3.6,51,
831,Daniel Och,United States,hedge funds,3.6,60,3
831,Daryl Katz,Canada,pharmacies,3.6,59,2
831,Helen Johnson-Leipold,United States,cleaning products,3.6,64,5
831,Hu Kaijun,China,pharmaceuticals,3.6,59,
831,"James Cargill, II.",United States,Cargill,3.6,72,2
831,Jerzy Starak,Poland,pharmaceuticals,3.6,73,3
831,Leonid Boguslavsky,Russia,venture capital,3.6,69,4
831,Li Hongxin & family,China,paper & related products,3.6,68,3
831,Lynsi Snyder,United States,In-N-Out Burger,3.6,39,
831,Majid Al Futtaim & family,United Arab Emirates,"real estate, retail",3.6,,
831,Marianne Liebmann,United States,Cargill,3.6,67,2
831,Michael Tojner,Austria,"batteries, investments",3.6,55,
831,Niraj Shah,United States,online retail,3.6,47,2
831,Peter Kellogg,United States,investments,3.6,78,3
831,Richard Tsai,Taiwan,finance,3.6,63,2
831,Rodger Riney & family,United States,discount brokerage,3.6,75,3
831,S. Curtis Johnson,United States,cleaning products,3.6,66,4
831,Samuel Tak Lee,Hong Kong,real estate,3.6,82,7
831,Steve Conine,United States,online retail,3.6,48,3
831,Ty Warner,United States,"real estate, plush toys",3.6,76,
831,Winifred J. Marquart,United States,cleaning products,3.6,62,4
831,Yang Shaopeng,China,shipping,3.6,63,
831,Yuan Liping,Canada,pharmaceuticals,3.6,50,
831,Zhang Hongwei,China,"oil, banking",3.6,66,3
727,Ajay Piramal,India,pharmaceuticals,4,65,2
727,Akira Mori & family,Japan,real estate,4,84,3
727,Du Jiangtao & family,China,chemicals,4,51,
727,Georg Nemetschek & family,Germany,software,4,87,2
727,Gwendolyn Sontheim Meyer,United States,Cargill,4,59,2
727,Igor Kesaev,Russia,"tobacco distribution, retail",4,54,3
727,Ira Rennert,United States,investments,4,86,3
727,Kiran Mazumdar-Shaw,India,biopharmaceuticals,4,68,
727,Koon Poh Keong,Malaysia,aluminum,4,60,
727,Li Xiang,China,electric vehicles,4,39,
727,Marc Rowan,United States,private equity,4,58,
727,Masahiro Noda,Japan,software,4,82,
727,Masatoshi Ito,Japan,retail,4,97,3
727,Melissa Ma,China,internet search,4,,
727,Michal Solowow,Poland,investments,4,58,3
727,Paul Xiaoming Lee & family,United States,packaging,4,63,
727,Qiu Guanghe & family,China,fashion retail,4,69,2
727,Trevor Rees-Jones,United States,oil & gas,4,69,2
727,Udo & Harald Tschira,Germany,software,4,,
727,Ugur Sahin,Germany,biotechnology,4,55,
727,Vinod & Anil Rai Gupta,India,electrical equipment,4,,
727,Walter P.J. Droege,Germany,investing,4,68,
727,Wu Jianshu,Hong Kong,auto parts,4,57,
727,Ye Xiaoping,China,pharmaceuticals,4,58,
727,Zhou Hongyi,China,security software,4,50,
502,Alexandra Schoerghuber,Germany,real estate,5.5,62,3
502,Christoph Zeller,Liechtenstein,dental implants,5.5,64,
502,Clive Calder,United Kingdom,record label,5.5,74,2
502,Dagmar Dolby & family,United States,Dolby Laboratories,5.5,79,2
502,Dong Wei,China,pharmaceuticals,5.5,50,
502,"Edward Roski, Jr.",United States,real estate,5.5,82,3
502,Hasmukh Chudgar & family,India,pharmaceuticals,5.5,87,3
502,He Xiaopeng,China,electric vehicles,5.5,43,
502,Ivan Glasenberg,Switzerland,mining,5.5,64,2
502,J. Christopher Reyes,United States,food distribution,5.5,67,4
502,Jude Reyes,United States,food distribution,5.5,65,3
502,Karel Komarek,Czechia,"oil and gas, IT, lotteries",5.5,52,4
502,Ken Fisher,United States,money management,5.5,70,3
502,Kjell Inge Rokke,Norway,"shipping, seafood",5.5,62,4
502,Mu Rongjun,China,e-commerce,5.5,41,
502,Ronald Lauder,United States,Estee Lauder,5.5,77,2
502,Shu Ping,Singapore,restaurants,5.5,,
502,Sumet Jiaravanon,Thailand,diversified,5.5,86,
5,Mark Zuckerberg,United States,Facebook,97,36,2
956,Archie Aldis Emmerson & family,United States,"timberland, lumber mills",3.2,92,3
956,Carlo Fidani,Canada,real estate,3.2,66,
956,Chey Tae-won,South Korea,"oil, semiconductor",3.2,60,4
956,Don Hankey,United States,auto loans,3.2,77,4
956,Giuliana Benetton,Italy,"fashion retail, investments",3.2,83,4
956,He Zhaoxi,China,software,3.2,47,
956,Heidi Horten,Austria,retail,3.2,80,
956,Jack Cowin,Australia,fast food,3.2,78,4
956,James Packer,Australia,casinos,3.2,53,3
956,John Collison,Ireland,payments software,3.2,30,
956,John Sall,United States,software,3.2,73,4
956,Juan Carlos Escotet,Venezuela,banking,3.2,61,4
956,Ke Zunhong & family,China,pharmaceuticals,3.2,66,
956,Lawrence Stroll,Canada,fashion investments,3.2,61,2
956,Luciano Benetton,Italy,"fashion retail, investments",3.2,85,4
956,Maja Oeri,Switzerland,pharmaceuticals,3.2,66,
956,Mikhail Lomtadze,Georgia,fintech,3.2,45,
956,Naguib Sawiris,Egypt,telecom,3.2,66,4
956,Otto Happel,Germany,engineering,3.2,73,6
956,Patrick Collison,Ireland,payment software,3.2,32,
956,Rita Tong Liu,Hong Kong,real estate,3.2,72,2
956,Ronald McAulay,Hong Kong,energy,3.2,85,2
